Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
05 FEB 2026,LAL,EQ,LORENZINI APPARELS LTD   ,Listed    ,05 FEB 2026,               1.00,         172739888,              8.45,     1461379452.50       
05 FEB 2026,LALPATHLAB,EQ,DR. LAL PATH LABS LTD.   ,Listed    ,05 FEB 2026,              10.00,         167551020,           1411.00,   236414489220.00
05 FEB 2026,LAMBODHARA,EQ,LAMBODHARA TEXTILES LTD. ,Listed    ,05 FEB 2026,               5.00,          10377600,            117.85,     1222896384.00
05 FEB 2026,LAMOSAIC,SM,LAMOSAIC INDIA LIMITED   ,Listed    ,05 FEB 2026,              10.00,          10338008,             29.80,      308072638.40  
05 FEB 2026,LANCORHOL,BE,LANCOR HOLDINGS LIMITED  ,Listed    ,05 FEB 2026,               2.00,          73550560,             28.85,     2122669161.60 
05 FEB 2026,LANDMARK,EQ,LANDMARK CARS LIMITED    ,Listed    ,05 FEB 2026,               5.00,          41464910,            417.30,    17303306943.00  
05 FEB 2026,LAOPALA,EQ,LA OPALA RG LIMITED      ,Listed    ,05 FEB 2026,               2.00,         111000000,            203.05,    22536330000.00   
05 FEB 2026,LASA,EQ,LASA SUPERGENERICS LTD   ,Listed    ,05 FEB 2026,              10.00,          50101239,              8.95,      448907101.45      
05 FEB 2026,LATENTVIEW,EQ,LATENT VIEW ANALYTICS LTD,Listed    ,05 FEB 2026,               1.00,         206924980,            428.10,    88584583938.00
05 FEB 2026,LATTEYS,EQ,LATTEYS INDUSTRIES LTD   ,Listed    ,05 FEB 2026,               2.00,          57495825,             21.10,     1213736865.75   
05 FEB 2026,LAURUSLABS,EQ,LAURUS LABS LIMITED      ,Listed    ,05 FEB 2026,               2.00,         539856582,            963.95,   520394752218.90
05 FEB 2026,LAXMICOT,EQ,LAXMI COTSPIN LIMITED    ,Listed    ,05 FEB 2026,              10.00,          17147670,             14.20,      243496914.00  
05 FEB 2026,LAXMIDENTL,EQ,LAXMI DENTAL LIMITED     ,Listed    ,05 FEB 2026,               2.00,          54962149,            207.55,    11408493267.95
05 FEB 2026,LAXMIINDIA,EQ,LAXMI INDIA FINANCE LTD  ,Listed    ,05 FEB 2026,               5.00,          52267875,             95.65,     4999944922.50
05 FEB 2026,LCCINFOTEC,BE,LCC INFOTECH LTD         ,Listed    ,05 FEB 2026,               2.00,         126593350,              5.05,      636764550.50
05 FEB 2026,LEMERITE,EQ,LE MERITE EXPORTS LIMITED,Listed    ,05 FEB 2026,              10.00,          25033600,            463.25,    11596815200.00  
05 FEB 2026,LEMONTREE,EQ,LEMON TREE HOTELS LTD    ,Listed    ,05 FEB 2026,              10.00,         792246464,            129.35,   102492925047.70 
05 FEB 2026,LENSKART,EQ,LENSKART SOLUTIONS LTD   ,Listed    ,05 FEB 2026,               2.00,        1734870187,            447.00,   775486973589.00  
05 FEB 2026,LEXUS,EQ,LEXUS GRANITO (INDIA) LTD,Listed    ,05 FEB 2026,              10.00,          20490724,             24.00,      491982283.25     
05 FEB 2026,LFIC,EQ,LAKSHMI FIN IND CORP LTD ,Listed    ,05 FEB 2026,              10.00,           3000000,            152.10,      456360000.00      
05 FEB 2026,LGBBROSLTD,EQ,LG BALAKRISHNAN & BROS   ,Listed    ,05 FEB 2026,              10.00,          31892416,           1874.40,    59779144550.40
05 FEB 2026,LGEINDIA,EQ,LG ELECTRONICS INDIA LTD ,Listed    ,05 FEB 2026,              10.00,         678772392,           1517.50,  1030037104860.00  
05 FEB 2026,LGHL,EQ,LAXMI GOLDORNA HOUSE LTD ,Listed    ,05 FEB 2026,              10.00,          50092560,            302.55,    15155504028.00      
05 FEB 2026,LIBAS,EQ,LIBAS CONSU PRODUCTS LTD ,Listed    ,05 FEB 2026,              10.00,          26344580,             11.00,      289526934.20     
05 FEB 2026,LIBERTSHOE,EQ,LIBERTY SHOES LTD        ,Listed    ,05 FEB 2026,              10.00,          17040000,            266.95,     4548657600.00
05 FEB 2026,LICHSGFIN,EQ,LIC HOUSING FINANCE LTD  ,Listed    ,05 FEB 2026,               2.00,         550063000,            515.50,   283557476500.00 
05 FEB 2026,LICI,EQ,LIFE INSURA CORP OF INDIA,Listed    ,05 FEB 2026,              10.00,        6324997701,            839.75,  5311416819414.75      
05 FEB 2026,LIKHITHA,EQ,LIKHITHA INFRASTRUC LTD  ,Listed    ,05 FEB 2026,               5.00,          39450000,            167.35,     6601957500.00  
05 FEB 2026,LINC,EQ,LINC LIMITED             ,Listed    ,05 FEB 2026,               5.00,          59489164,            117.45,     6986407420.15      
05 FEB 2026,LINCOLN,EQ,LINCOLN PHARMA LTD       ,Listed    ,05 FEB 2026,              10.00,          20029728,            461.10,     9235707580.80   
05 FEB 2026,LINDEINDIA,EQ,LINDE INDIA LIMITED      ,Listed    ,05 FEB 2026,              10.00,          85284223,           5968.50,   509018884975.50
05 FEB 2026,LLOYDS,SM,LLOYDS LUXURIES LIMITED  ,Listed    ,04 FEB 2026,              10.00,          23877847,             59.00,     1408792973.00    
05 FEB 2026,LLOYDSENGG,EQ,LLOYDS ENGG WORK LIMITED ,Listed    ,05 FEB 2026,               1.00,        1165309745,             52.70,    61388517366.60
05 FEB 2026,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD   ,Listed    ,05 FEB 2026,               1.00,        1272126621,             61.95,    78795522904.75 
05 FEB 2026,LLOYDSME,EQ,LLOYDS METALS N ENERGY L ,Listed    ,05 FEB 2026,               1.00,         528502270,           1266.10,   669136724047.00  
05 FEB 2026,LMW,EQ,LMW LIMITED              ,Listed    ,05 FEB 2026,              10.00,          10683000,          15686.00,   167573538000.00       
05 FEB 2026,LODHA,EQ,LODHA DEVELOPERS LIMITED ,Listed    ,05 FEB 2026,              10.00,         998704513,           1048.55,  1047191617106.15     
05 FEB 2026,LOKESHMACH,EQ,LOKESH MACHINES LTD      ,Listed    ,05 FEB 2026,              10.00,          19996770,            173.40,     3467239950.30
05 FEB 2026,LORDSCHLO,EQ,LORDS CHLORO ALKALI LTD  ,Listed    ,05 FEB 2026,              10.00,          25153861,            155.80,     3919223082.40 
05 FEB 2026,LOTUSDEV,EQ,SRI LOTUS DEVLPRS N RTY L,Listed    ,05 FEB 2026,               1.00,         488723710,            146.55,    71632234174.70  
05 FEB 2026,LOTUSEYE,EQ,LOTUS EYE HOSP & INST L  ,Listed    ,05 FEB 2026,              10.00,          20796330,            120.65,     2509285177.80  
05 FEB 2026,LOVABLE,EQ,LOVABLE LINGERIE LTD     ,Listed    ,05 FEB 2026,              10.00,          14800000,             76.35,     1129832000.00   
05 FEB 2026,LOYALTEX,EQ,LOYAL TEXTILE MILLS LTD  ,Listed    ,05 FEB 2026,              10.00,           4816446,            268.10,     1291337337.05  
05 FEB 2026,LPDC,EQ,LANDMARK PR.DEV.CO.LTD   ,Listed    ,05 FEB 2026,               1.00,         134143160,              6.55,      875954834.80      
05 FEB 2026,LRRPL,SM,LEAD REC AND RUB PROD LTD,Listed    ,05 FEB 2026,              10.00,           8640675,             63.15,      545658626.25     
05 FEB 2026,LT,EQ,LARSEN & TOUBRO LTD.     ,Listed    ,05 FEB 2026,               2.00,        1375580872,           4063.30,  5589397757197.60        
05 FEB 2026,LTF,EQ,L&T FINANCE LIMITED      ,Listed    ,05 FEB 2026,              10.00,        2502627626,            283.40,   709244669208.40       
05 FEB 2026,LTFOODS,EQ,LT FOODS LIMITED         ,Listed    ,05 FEB 2026,               1.00,         347252944,            396.50,   137685792296.00   
05 FEB 2026,LTIM,EQ,LTIMINDTREE LIMITED      ,Listed    ,05 FEB 2026,               1.00,         296489245,           5683.50,  1685096623957.50      
05 FEB 2026,LTTS,EQ,L&T TECHNOLOGY SER. LTD. ,Listed    ,05 FEB 2026,               2.00,         105989318,           3809.00,   403713312262.00      
05 FEB 2026,LUMAXIND,EQ,LUMAX INDUSTRIES LTD     ,Listed    ,05 FEB 2026,              10.00,           9347732,           5088.20,    47563129962.40  
05 FEB 2026,LUMAXTECH,EQ,LUMAX AUTO TECH LTD      ,Listed    ,05 FEB 2026,               2.00,          68157705,           1521.00,   103667869305.00 
05 FEB 2026,LUPIN,EQ,LUPIN LIMITED            ,Listed    ,05 FEB 2026,               2.00,         456798806,           2218.50,  1013408151111.00     
05 FEB 2026,LUXIND,EQ,LUX INDUSTRIES LIMITED   ,Listed    ,05 FEB 2026,               2.00,          30071681,            998.80,    30035594982.80    
05 FEB 2026,LXCHEM,EQ,LAXMI ORGANIC INDUS LTD  ,Listed    ,05 FEB 2026,               2.00,         277147873,            145.85,    40419245798.30    
05 FEB 2026,LYKALABS,EQ,LYKA LABS LTD            ,Listed    ,05 FEB 2026,              10.00,          35690000,             71.45,     2550764300.00  
05 FEB 2026,LYPSAGEMS,EQ,LYPSA GEMS & JEWEL LTD   ,Listed    ,05 FEB 2026,              10.00,          29484000,              5.35,      157739400.00 
05 FEB 2026,M&M,EQ,MAHINDRA & MAHINDRA LTD  ,Listed    ,05 FEB 2026,               5.00,        1243528831,           3572.00,  4441884984332.00       
05 FEB 2026,M&MFIN,EQ,M&M FIN. SERVICES LTD    ,Listed    ,05 FEB 2026,               2.00,        1389971160,            375.30,   521656176348.00    
05 FEB 2026,MAANALU,BE,MAAN ALUMINIUM LIMITED   ,Listed    ,05 FEB 2026,               5.00,          54084864,            150.30,     8129495907.85   
05 FEB 2026,MACOBSTECH,SM,MACOBS TECHNOLOGIES LTD  ,Listed    ,05 FEB 2026,              10.00,           9795200,            218.90,     2144169280.00
05 FEB 2026,MACPOWER,EQ,MACPOWER CNC MACHINES LTD,Listed    ,05 FEB 2026,              10.00,          10004160,            832.85,     8331964656.00  
05 FEB 2026,MADHAV,EQ,MADHAV MARBLE & GRANITE  ,Listed    ,05 FEB 2026,              10.00,           8947000,             36.40,      325760270.00    
05 FEB 2026,MADHAVBAUG,SM,VAIDYA SANE AYUR LAB LTD ,Listed    ,04 FEB 2026,              10.00,          10513450,            239.00,     2512714550.00
05 FEB 2026,MADHUCON,EQ,MADHUCON PROJECTS LTD.   ,Listed    ,05 FEB 2026,               1.00,          73794940,              5.15,      379305991.60  
05 FEB 2026,MADHUSUDAN,SM,MADHUSUDAN MASALA LIMITED,Listed    ,05 FEB 2026,              10.00,          14470000,            138.15,     1999030500.00
05 FEB 2026,MADRASFERT,EQ,MADRAS FERTILISERS LTD   ,Listed    ,05 FEB 2026,              10.00,         161101300,             72.90,    11741062744.00
05 FEB 2026,MAGADSUGAR,EQ,MAGADH SUGAR & ENERGY LTD,Listed    ,05 FEB 2026,              10.00,          14091630,            445.00,     6270775350.00
05 FEB 2026,MAGNUM,EQ,MAGNUM VENTURES LTD.     ,Listed    ,05 FEB 2026,              10.00,          68411317,             21.30,     1458529278.45    
05 FEB 2026,MAGSON,SM,MAGSON RETAIL AND DIST L ,Listed    ,05 FEB 2026,              10.00,          10235208,            138.00,     1412458704.00    
05 FEB 2026,MAHABANK,EQ,BANK OF MAHARASHTRA      ,Listed    ,05 FEB 2026,              10.00,        7691554950,             64.95,   499566494002.50  
05 FEB 2026,MAHAPEXLTD,EQ,MAHA RASHTRA APEX COPR. L,Listed    ,05 FEB 2026,              10.00,          14150100,             94.30,     1334071428.00
05 FEB 2026,MAHASTEEL,BE,MAHAMAYA STEEL INDS LTD  ,Listed    ,05 FEB 2026,              10.00,          16434400,            716.00,    11767030400.00 
05 FEB 2026,MAHEPC,EQ,MAHINDRA EPC IRRIG LTD   ,Listed    ,05 FEB 2026,              10.00,          27942469,            119.55,     3340801593.65    
05 FEB 2026,MAHESHWARI,EQ,MAHESHWARI LOGISTICS LTD.,Listed    ,05 FEB 2026,              10.00,          29597200,             52.80,     1562732160.00
05 FEB 2026,MAHICKRA,SM,MAHICKRA CHEMICAL LIMITED,Listed    ,05 FEB 2026,              10.00,           8122160,            168.50,     1368583960.00  
05 FEB 2026,MAHLIFE,EQ,MAHINDRA LIFESPACE DEVLTD,Listed    ,05 FEB 2026,              10.00,         213314253,            374.90,    79971513449.70   
05 FEB 2026,MAHLOG,EQ,MAHINDRA LOGISTIC LIMITED,Listed    ,05 FEB 2026,              10.00,          99180771,            363.35,    36037333142.85    
05 FEB 2026,MAHSCOOTER,EQ,MAHARASHTRA SCOOTERS LTD ,Listed    ,05 FEB 2026,              10.00,          11428568,          13418.00,   153348525424.00
05 FEB 2026,MAHSEAMLES,EQ,MAHARASHTRA SEAMLESS LTD ,Listed    ,05 FEB 2026,               5.00,         133999252,            527.40,    70671205504.80
05 FEB 2026,MAITHANALL,EQ,MAITHAN ALLOYS LTD       ,Listed    ,05 FEB 2026,              10.00,          29111550,           1025.40,    29850983370.00
05 FEB 2026,MAITREYA,SM,MAITREYA MEDICARE LIMITED,Listed    ,04 FEB 2026,              10.00,           6776000,            204.00,     1382304000.00  
05 FEB 2026,MAKS,SM,MAKS ENERGY SOL INDIA LTD,Listed    ,02 FEB 2026,              10.00,           6934790,             28.05,      194520859.50      
05 FEB 2026,MAL,SM,MANGALAM ALLOYS LIMITED  ,Listed    ,05 FEB 2026,              10.00,          24685927,             50.10,     1236764942.70       
05 FEB 2026,MALLCOM,EQ,MALLCOM (INDIA) LIMITED  ,Listed    ,05 FEB 2026,              10.00,           6240000,           1172.90,     7318896000.00   
05 FEB 2026,MALUPAPER,EQ,MALU PAPER MILLS LIMITED ,Listed    ,05 FEB 2026,              10.00,          17059250,             33.50,      571826060.00 
05 FEB 2026,MAMATA,EQ,MAMATA MACHINERY LIMITED ,Listed    ,05 FEB 2026,              10.00,          24607800,            420.30,    10342658340.00    
05 FEB 2026,MANAKALUCO,BE,MANAK ALUMINIUM CO. LTD. ,Listed    ,05 FEB 2026,               1.00,          65534050,             33.35,     2185560567.50
05 FEB 2026,MANAKCOAT,EQ,MAN COAT METAL & IND LTD ,Listed    ,05 FEB 2026,               1.00,         105834050,            123.90,    13111780454.50 
05 FEB 2026,MANAKSIA,EQ,MANAKSIA LTD.            ,Listed    ,05 FEB 2026,               2.00,          65534050,             65.20,     4272820060.00  
05 FEB 2026,MANAKSTEEL,EQ,MANAKSIA STEELS LTD      ,Listed    ,05 FEB 2026,               1.00,          65534050,             60.95,     3994300347.50
05 FEB 2026,MANALIPETC,EQ,MANALI PETROCHEMICALS LT ,Listed    ,05 FEB 2026,               5.00,         171999229,             59.05,    10158274464.75
05 FEB 2026,MANAPPURAM,EQ,MANAPPURAM FINANCE LTD   ,Listed    ,05 FEB 2026,               2.00,         846434729,            294.75,   249486636372.75
05 FEB 2026,MANAV,SM,MANAV INFRA PROJECTS LTD ,Listed    ,28 JAN 2026,              10.00,          13160000,             28.85,      379666000.00     
05 FEB 2026,MANBA,EQ,MANBA FINANCE LIMITED    ,Listed    ,05 FEB 2026,              10.00,          50239410,            125.90,     6325644113.10     
05 FEB 2026,MANCREDIT,EQ,MANGAL CREDIT N FINCORP L,Listed    ,05 FEB 2026,              10.00,          21113986,            158.60,     3348255899.90 
05 FEB 2026,MANDEEP,SM,MANDEEP AUTO INDUSTRIES L,Listed    ,03 FEB 2026,              10.00,          10337894,             19.50,      201588933.00   
05 FEB 2026,MANGALAM,BE,MANGALAM DRUG & CHEM LTD ,Listed    ,05 FEB 2026,              10.00,          15828248,             34.20,      541484364.10  
05 FEB 2026,MANGLMCEM,EQ,MANGALAM CEMENT LTD      ,Listed    ,05 FEB 2026,              10.00,          27497298,            779.80,    21442392980.40 
05 FEB 2026,MANINDS,EQ,MAN INDUSTRIES (I) LTD.  ,Listed    ,05 FEB 2026,               5.00,          75009571,            348.50,    26140835493.50   
05 FEB 2026,MANINFRA,EQ,MAN INFRA LTD            ,Listed    ,05 FEB 2026,               2.00,         403666505,            116.65,    47087697808.25  
05 FEB 2026,MANKIND,EQ,MANKIND PHARMA LIMITED   ,Listed    ,05 FEB 2026,               1.00,         412805072,           2080.40,   858799671788.80   
05 FEB 2026,MANOMAY,BE,MANOMAY TEX INDIA LTD    ,Listed    ,05 FEB 2026,              10.00,          18048735,            224.00,     4042736152.65   
05 FEB 2026,MANORAMA,EQ,MANORAMA INDUSTRIES LTD  ,Listed    ,05 FEB 2026,               2.00,          59708530,           1428.70,    85305576811.00  
05 FEB 2026,MANORG,EQ,MANGALAM ORGANICS LIMITED,Listed    ,05 FEB 2026,              10.00,           8564440,            421.65,     3611196126.00    
05 FEB 2026,MANUGRAPH,EQ,MANUGRAPH INDIA LIMITED  ,Listed    ,05 FEB 2026,               2.00,          30415061,             15.50,      471433445.50 
05 FEB 2026,MANYAVAR,EQ,VEDANT FASHIONS LIMITED  ,Listed    ,05 FEB 2026,               1.00,         242973103,            470.15,   114233804375.45  
05 FEB 2026,MAPMYINDIA,EQ,C.E. INFO SYSTEMS LIMITED,Listed    ,05 FEB 2026,               2.00,          54721665,           1264.20,    69179128893.00
05 FEB 2026,MARALOVER,EQ,MARAL OVERSEAS LTD       ,Listed    ,05 FEB 2026,              10.00,          41508000,             42.90,     1781108280.00 
05 FEB 2026,MARATHON,EQ,MARATHON NXTGEN REALT LTD,Listed    ,05 FEB 2026,               5.00,          67420546,            505.00,    34047375730.00  
05 FEB 2026,MARC,SM,MARC TECHNOCRATS LIMITED ,Listed    ,05 FEB 2026,              10.00,          17313383,             53.30,      922803313.90      
05 FEB 2026,MARCO,SM,MARCO CABLE & CONDUCTOR L,Listed    ,05 FEB 2026,              10.00,          18699000,             29.95,      560035050.00     
05 FEB 2026,MARICO,EQ,MARICO LIMITED           ,Listed    ,05 FEB 2026,               1.00,        1298087659,            748.30,   971358995229.70    
05 FEB 2026,MARINE,EQ,MARINE ELECTRICAL (I) LTD,Listed    ,05 FEB 2026,               2.00,         137944410,            190.90,    26334967313.10    
05 FEB 2026,MARINETRAN,ST,MARINETRANS INDIA LIMITED,Listed    ,05 FEB 2026,              10.00,          12726000,             18.95,      241157700.00
05 FEB 2026,MARKOLINES,EQ,MARKOLINES PAVEMENT TEC L,Listed    ,05 FEB 2026,              10.00,          22040920,            163.15,     3595755688.80
05 FEB 2026,MARKSANS,EQ,MARKSANS PHARMA LIMITED  ,Listed    ,05 FEB 2026,               1.00,         453288438,            179.55,    81387939042.90  
05 FEB 2026,MARUTI,EQ,MARUTI SUZUKI INDIA LTD. ,Listed    ,05 FEB 2026,               5.00,         314402574,          15059.00,  4734588361866.00    
05 FEB 2026,MASFIN,EQ,MAS FINANCIAL SERV LTD   ,Listed    ,05 FEB 2026,              10.00,         181453377,            313.55,    56894706358.35    
05 FEB 2026,MASKINVEST,EQ,MASK INVESTMENTS LIMITED ,Listed    ,05 FEB 2026,              10.00,           3051500,            138.95,      424036440.00
05 FEB 2026,MASON,SM,MASON INFRATECH LIMITED  ,Listed    ,05 FEB 2026,              10.00,          23940000,            176.65,     4229001000.00     
05 FEB 2026,MASTEK,EQ,MASTEK LTD               ,Listed    ,05 FEB 2026,               5.00,          30986639,           2071.90,    64201217344.10    
05 FEB 2026,MASTER,SM,MASTER COMPONENTS LIMITED,Listed    ,04 FEB 2026,              10.00,           4000000,            320.35,     1281400000.00    
05 FEB 2026,MASTERTR,EQ,MASTER TRUST LIMITED     ,Listed    ,05 FEB 2026,               1.00,         123016000,             88.85,    10932431920.00  
05 FEB 2026,MATRIMONY,EQ,MATRIMONY.COM LIMITED    ,Listed    ,05 FEB 2026,               5.00,          21563422,            527.50,    11374705105.00 
05 FEB 2026,MAWANASUG,EQ,MAWANA SUGARS LIMITED    ,Listed    ,05 FEB 2026,              10.00,          39116864,             79.40,     3105879001.60 
05 FEB 2026,MAXESTATES,EQ,MAX ESTATES LIMITED      ,Listed    ,05 FEB 2026,              10.00,         162187996,            385.20,    62474816059.20
05 FEB 2026,MAXHEALTH,EQ,MAX HEALTHCARE INS LTD   ,Listed    ,05 FEB 2026,              10.00,         972769354,           1040.80,  1012458343643.20 
05 FEB 2026,MAXIND,EQ,MAX INDIA LIMITED        ,Listed    ,05 FEB 2026,              10.00,          52430362,            167.95,     8805679297.90    
05 FEB 2026,MAXPOSURE,SM,MAXPOSURE LIMITED        ,Listed    ,05 FEB 2026,              10.00,          22740950,             40.40,      918734380.00 
05 FEB 2026,MAXVOLT,ST,MAXVOLT ENERGY INDUS L   ,Listed    ,05 FEB 2026,              10.00,          10903928,            329.30,     3590663490.40   
05 FEB 2026,MAYASHEEL,SM,MAYASHEEL VENTURES LTD   ,Listed    ,05 FEB 2026,              10.00,          22050000,             49.15,     1083757500.00 
05 FEB 2026,MAYURUNIQ,EQ,MAYUR UNIQUOTERS LTD     ,Listed    ,05 FEB 2026,               5.00,          43452600,            593.25,    25778254950.00 
05 FEB 2026,MAZDA,EQ,MAZDA LIMITED            ,Listed    ,05 FEB 2026,               2.00,          20025000,            214.30,     4291557750.00     
05 FEB 2026,MAZDOCK,EQ,MAZAGON DOCK SHIPBUIL LTD,Listed    ,05 FEB 2026,               5.00,         403380000,           2398.40,   967466592000.00   
05 FEB 2026,MBAPL,EQ,MADHYA BHARAT AGRO P. LTD,Listed    ,05 FEB 2026,              10.00,          87626940,            433.95,    38025710613.00     
05 FEB 2026,MBEL,EQ,M AND B ENGINEERING LTD  ,Listed    ,05 FEB 2026,              10.00,          57148215,            371.90,    21253421158.50      
05 FEB 2026,MBLINFRA,EQ,MBL INFRASTRUCTURE LTD   ,Listed    ,05 FEB 2026,              10.00,         152529256,             27.00,     4116764619.45  
05 FEB 2026,MCL,BE,MADHAV COPPER LIMITED    ,Listed    ,05 FEB 2026,               5.00,          27142800,             77.70,     2109266988.00       
05 FEB 2026,MCLEODRUSS,EQ,MCLEOD RUSSEL INDIA LTD. ,Listed    ,05 FEB 2026,               5.00,         104455735,             43.10,     4503086735.85
05 FEB 2026,MCLOUD,EQ,MAGELLANIC CLOUD LIMITED ,Listed    ,05 FEB 2026,               2.00,         584395120,             25.20,    14726757024.00    
05 FEB 2026,MCON,ST,MCON RASAYAN INDIA LTD   ,Listed    ,05 FEB 2026,              10.00,           7329090,             54.10,      396503769.00      
05 FEB 2026,MCX,EQ,MULTI COMMODITY EXCHANGE ,Permitted ,05 FEB 2026,               2.00,         254991845,           2410.40,   614632343188.00       
05 FEB 2026,MDL,SM,MARVEL DECOR LIMITED     ,Listed    ,03 FEB 2026,              10.00,          17740140,             54.80,      972159672.00       
05 FEB 2026,MEDANTA,EQ,GLOBAL HEALTH LIMITED    ,Listed    ,05 FEB 2026,               2.00,         268790382,           1107.70,   297739106141.40   
05 FEB 2026,MEDIASSIST,EQ,MEDI ASSIST HEALTH SER L ,Listed    ,05 FEB 2026,               5.00,          74457742,            408.40,    30408541832.80
05 FEB 2026,MEDICAMEQ,EQ,MEDICAMEN BIOTECH LIMITED,Listed    ,05 FEB 2026,              10.00,          13562815,            352.70,     4783604850.50 
05 FEB 2026,MEDICO,EQ,MEDICO REMEDIES LIMITED  ,Listed    ,05 FEB 2026,               2.00,          82984000,             48.30,     4008127200.00    
05 FEB 2026,MEDIORG,SM,MEDICAMEN ORGANICS LTD   ,Listed    ,04 FEB 2026,              10.00,          11700000,             25.10,      293670000.00   
05 FEB 2026,MEDISTEP,SM,MEDISTEP HEALTHCARE LTD  ,Listed    ,04 FEB 2026,              10.00,          14209546,             22.80,      323977648.80  
05 FEB 2026,MEDPLUS,EQ,MEDPLUS HEALTH SERV LTD  ,Listed    ,05 FEB 2026,               2.00,         119822581,            863.15,   103424860790.15   
05 FEB 2026,MEESHO,EQ,MEESHO LIMITED           ,Listed    ,05 FEB 2026,               1.00,        4513131000,            151.40,   683197770780.00    
05 FEB 2026,MEGAFLEX,ST,MEGA FLEX PLASTICS LTD   ,Listed    ,03 FEB 2026,              10.00,          12131025,            114.00,     1382936850.00  
05 FEB 2026,MEGASOFT,BE,MEGASOFT LTD             ,Listed    ,05 FEB 2026,              10.00,          73770041,            187.45,    13828931885.85  
05 FEB 2026,MEGASTAR,BE,MEGASTAR FOODS LIMITED   ,Listed    ,05 FEB 2026,              10.00,          11293700,            234.00,     2642725800.00  
05 FEB 2026,MEGATHERM,SM,MEGATHERM INDUCTION LTD  ,Listed    ,05 FEB 2026,              10.00,          18840729,            215.65,     4063003208.85 
05 FEB 2026,MEIL,EQ,MANGAL ELECTRICAL IND L  ,Listed    ,05 FEB 2026,              10.00,          27630124,            266.30,     7357902021.20      
05 FEB 2026,MENONBE,EQ,MENON BEARINGS LIMITED   ,Listed    ,05 FEB 2026,               1.00,          56040000,            117.15,     6565646400.00   
05 FEB 2026,MEP,BZ,MEP INFRA. DEVELOPERS LTD,Listed    ,05 FEB 2026,              10.00,         183446051,              1.30,      240314326.80       
05 FEB 2026,METROBRAND,EQ,METRO BRANDS LIMITED     ,Listed    ,05 FEB 2026,               5.00,         272433991,           1035.40,   282078154281.40
05 FEB 2026,METROPOLIS,EQ,METROPOLIS HEALTHCARE LTD,Listed    ,05 FEB 2026,               2.00,          51821982,           1972.50,   102218859495.00
05 FEB 2026,MFML,EQ,MAHALAXMI FABRIC MILLS LT,Listed    ,05 FEB 2026,              10.00,          10620275,             24.55,      260515345.75      
05 FEB 2026,MFSL,EQ,MAX FINANCIAL SERV LTD   ,Listed    ,05 FEB 2026,               2.00,         345114771,           1701.50,   587212782856.50      
05 FEB 2026,MGEL,EQ,MANGALAM GLOBAL ENT LTD  ,Listed    ,05 FEB 2026,               1.00,         329555600,             11.80,     3888756080.00      
05 FEB 2026,MGL,EQ,MAHANAGAR GAS LTD.       ,Listed    ,05 FEB 2026,              10.00,          98777778,           1071.50,   105840389127.00       
05 FEB 2026,MGSL,SM,MATRIX GEO SOLUTIONS LTD ,Listed    ,04 FEB 2026,              10.00,          14581832,             83.00,     1210292056.00      
05 FEB 2026,MHHL,SM,MOHINI HEALTH&HYGIENE LTD,Listed    ,05 FEB 2026,              10.00,          18235900,             42.00,      765907800.00      
05 FEB 2026,MHLXMIRU,EQ,MAHALAXMI RUBTECH LIMITED,Listed    ,05 FEB 2026,              10.00,          10620275,            197.00,     2092194175.00  
05 FEB 2026,MHRIL,EQ,MAHINDRA HOLIDAYS LTD    ,Listed    ,05 FEB 2026,              10.00,         202039321,            293.40,    59278336781.40     
05 FEB 2026,MICEL,EQ,MIC ELECTRONICS LTD      ,Listed    ,05 FEB 2026,               2.00,         241011560,             40.85,     9840501994.80     
05 FEB 2026,MICROPRO,SM,MICROPRO SOFTWARE SOL L  ,Listed    ,03 FEB 2026,              10.00,          14299400,             19.30,      275978420.00  
05 FEB 2026,MIDHANI,EQ,MISHRA DHATU NIGAM LTD   ,Listed    ,05 FEB 2026,              10.00,         187340000,            361.90,    67798346000.00   
05 FEB 2026,MIDWESTLTD,EQ,MIDWEST LIMITED          ,Listed    ,05 FEB 2026,               5.00,          36160816,           1529.40,    55304351990.40
05 FEB 2026,MIEL,SM,MANGLAM INFRA & ENG LTD  ,Listed    ,05 FEB 2026,              10.00,          17596700,             16.50,      290345550.00      
05 FEB 2026,MILTON,ST,MILTON INDUSTRIES LIMITED,Listed    ,05 FEB 2026,              10.00,          16995000,             51.00,      866745000.00    
05 FEB 2026,MINDACORP,EQ,MINDA CORPORATION LTD    ,Listed    ,05 FEB 2026,               2.00,         239079428,            595.30,   142323983488.40 
05 FEB 2026,MINDPOOL,SM,MINDPOOL TECHNOLOGIES LTD,Listed    ,11 SEP 2025,              10.00,           4237500,             71.10,      301286250.00  
05 FEB 2026,MINDSPACE,RR,MINDSPACE BUSINESS P REIT,Listed    ,05 FEB 2026,             275.00,         648342976,            490.10,   317765859397.10 
05 FEB 2026,MINDTECK,EQ,MINDTECK (INDIA) LIMITED ,Listed    ,05 FEB 2026,              10.00,          31954221,            219.60,     7016827389.40  
05 FEB 2026,MIRCELECTR,EQ,MIRC ELECTRONICS LTD     ,Listed    ,05 FEB 2026,               1.00,         280442464,             34.20,     9591132268.80
